iter,train_loss,val_loss,top1,top3,top5,lr,grad_norm
0,5.6224775314331055,5.4189157295227055,0.002457249530724644,0.015524763299573011,0.03353771736215681,5.999999999999999e-06,59.01886749267578
200,0.3501891791820526,0.3729565262794495,0.7998669527011696,0.9903463355267229,0.9975530642133708,0.0005991244731962367,0.21069976687431335
400,0.350290983915329,0.34236655473709104,0.8037114008127231,0.993579694300625,0.9997524701417109,0.000592154290705034,0.3836453855037689
600,0.3521502912044525,0.34214251816272734,0.8014397986757152,0.9934069390870274,0.9997215289094247,0.0005783944497878825,0.30135321617126465
800,0.3371052145957947,0.3394318455457687,0.8032343901483117,0.9938607438272241,0.9997447348336393,0.0005582013230968246,0.19695480167865753
1000,0.34334516525268555,0.33982102990150453,0.8021540254543205,0.9938581653912003,0.9997524701417109,0.0005320979020061972,0.21555975079536438
1200,0.3327349126338959,0.3392527061700821,0.8012257884857361,0.9938065966707234,0.9997395779615916,0.0005007602514107518,0.16330866515636444
1400,0.3442881107330322,0.3394494700431824,0.8025433692939211,0.9938607438272241,0.9997576270137586,0.0004649999999999999,0.1841304451227188
1600,0.34604546427726746,0.3394688898324966,0.8018884465438644,0.993680253305555,0.9997627838858062,0.00042574331950148453,0.22213105857372284
1800,0.34087228775024414,0.3378205555677414,0.8022545844592504,0.993780812310485,0.9997627838858062,0.00038400693731953194,0.1539280116558075
2000,0.34402376413345337,0.3375459510087967,0.8021308195301058,0.9937498710781988,0.9997627838858062,0.00034087180382954207,0.19815748929977417
2200,0.3332718014717102,0.3375669491291046,0.8028141050764248,0.9937240867179603,0.999749891705687,0.0002974550963310628,0.1735161393880844
2400,0.34148338437080383,0.33786671578884125,0.8034380865941955,0.993729243590008,0.9997447348336393,0.00025488128474255775,0.2075044810771942
2600,0.3337671160697937,0.33697509169578554,0.8035309102910538,0.9936854101776027,0.999749891705687,0.0002142530084211753,0.1769440621137619
2800,0.3365616500377655,0.3364308124780655,0.8031028899110956,0.993814331978795,0.9997627838858062,0.00017662251838258794,0.1652591973543167
3000,0.3306238353252411,0.3363293379545212,0.8036211555518884,0.9938401163390334,0.999749891705687,0.00014296442455240816,0.15072479844093323
3200,0.3396706283092499,0.33614650905132293,0.8035721652674354,0.993780812310485,0.9997447348336393,0.00011415045388105474,0.14528806507587433
3400,0.3332865834236145,0.3360342997312546,0.8038042245095814,0.9937344004620557,0.9997447348336393,9.092687307363334e-05,0.15851624310016632
3600,0.34348824620246887,0.33581340372562407,0.8033633119495039,0.9936931454856742,0.999749891705687,7.389516067427072e-05,0.1623593121767044
3800,0.3390127420425415,0.33578708112239836,0.8041574702448483,0.993680253305555,0.999749891705687,6.349642908776353e-05,0.11818767338991165
4000,0.32831689715385437,0.3357023078203201,0.8039511953629407,0.9938839497514388,0.9997447348336393,6e-05,0.12819427251815796
