iter,train_loss,val_loss,top1,top3,top5,lr,grad_norm
0,5.4200029373168945,5.356802072525024,0.007091563419882302,0.02443513776581579,0.0397707320407158,5.999999999999999e-06,4.585722923278809
200,0.3524620234966278,0.34644865214824677,0.8047922848315017,0.9952770046216537,0.9997761055085115,0.0005991244731962367,0.21279683709144592
400,0.35771259665489197,0.3424806445837021,0.8034064957683941,0.9953123563834676,0.9998255979750511,0.000592154290705034,0.5410624742507935
600,0.34275075793266296,0.3409787338972092,0.8042973601661061,0.9953123563834676,0.9998468090321395,0.0005783944497878825,0.18881577253341675
800,0.3363175094127655,0.3406715786457062,0.8030459077978916,0.9951709493362118,0.9998185276226883,0.0005582013230968246,0.16169168055057526
1000,0.342404305934906,0.33865317702293396,0.8043444958485247,0.9953241403040722,0.9998373818956557,0.0005320979020061972,0.17208898067474365
1200,0.33567172288894653,0.3399428105354309,0.80364924453285,0.9952440096439606,0.9998373818956557,0.0005007602514107518,0.20702965557575226
1400,0.3457730710506439,0.3388725745677948,0.8032085259022359,0.9950036176636257,0.999865663305107,0.0004649999999999999,0.16471339762210846
1600,0.3463839590549469,0.3379101747274399,0.8050020386182646,0.9952935021105002,0.9998420954638976,0.00042574331950148453,0.16616585850715637
1800,0.3389027416706085,0.3382150423526764,0.8050350335959576,0.9951049593808257,0.9998067437020837,0.00038400693731953194,0.1712045669555664
2000,0.34048381447792053,0.33704321503639223,0.8051481592337624,0.9953241403040722,0.9998680200892278,0.00034087180382954207,0.17164482176303864
2200,0.3302190899848938,0.33674907982349395,0.80461081245419,0.995194517177421,0.9998303115432929,0.0002974550963310628,0.19165512919425964
2400,0.3428226113319397,0.3369582980871201,0.8038283601260409,0.995300572462863,0.9998373818956557,0.00025488128474255775,0.18436011672019958
2600,0.33763641119003296,0.33583119451999666,0.8047310084443575,0.9953241403040722,0.9998727336574698,0.0002142530084211753,0.1605050265789032
2800,0.33265626430511475,0.33610098421573636,0.8045589632035295,0.9950672508348908,0.999860949736865,0.00017662251838258794,0.1424284726381302
3000,0.3303167223930359,0.33564636468887327,0.8044859028957807,0.9952487232122025,0.9998538793845022,0.00014296442455240816,0.1372728943824768
3200,0.33591756224632263,0.33584158539772035,0.8050609582212879,0.9952275121551141,0.9998538793845022,0.00011415045388105474,0.12581123411655426
3400,0.33445584774017334,0.3351908904314041,0.8049549029358459,0.9952392960757188,0.999865663305107,9.092687307363334e-05,0.12762856483459473
3600,0.3405950665473938,0.3352778911590576,0.8039603400368129,0.9952487232122025,0.9998538793845022,7.389516067427072e-05,0.12536019086837769
3800,0.33843278884887695,0.33514638304710387,0.8045330385781992,0.9953241403040722,0.9998350251115348,6.349642908776353e-05,0.1145065426826477
4000,0.3338460624217987,0.33499080061912534,0.8050939531989809,0.9952487232122025,0.9998538793845022,6e-05,0.13372988998889923
